,ID,label,tanggal,judul,narasi,nama file gambar
406,92632,1,2019-10-28 00:00:00,Jokowi Memberikan Setengah Kekuasaannya kepada Prabowo,"Alhamdulillah pak Prabowo diberikan kewenangan mutlak atas pertahanan negara,membawahi bin,tni,polri…ini artinya jokowi memberikan setengah kekuasaannya kepada Prabowo ,cebong pun kelojotan ,kami tunggu gebrakan jendral tercinta @prabowo",92632.png
4140,976143,1,2020-04-23 00:00:00,Video Korban Begal di Terminal Bratang Surabaya,Korban begal di terminal angkutan bratang surabaya,976143.jpg
1004,233258,1,2019-02-26 00:00:00,Pemusnahan babi massal di Thailand,"Viral di media sosial :
Pemusnahan babi massal di Thailand. …",233258.png
890,204821,1,2020-08-22 00:00:00,Foto Sri Mulyani Berjilbab Kode pilkada sudah dekat Atau tagihan sudah jatuh tempo,Saya terkesima dengan pakaiannya.. Prikitiew.. Kode pilkada sudah dekat Atau tagihan sudah jatuh tempo.,204821.jpg
2475,575994,1,2019-10-19 00:00:00,Makhluk ini Dari India,"Makhluk ini Dari India Dia Selalu gencar Menghina Islam,Adzan Di Cela,Wanita Berkerudung Di Lempari Batu Dan Di Bilang Kepanasan dsb. Dia juga Men- Tuhankan Sapi. Inilah baru azab yg pedih Di Dunia, silahkan nikmati lg azab yg sngat dahsyat di neraka ya",575994.png
2830,672146,1,2020-07-22 00:00:00,"Tahun 2020 Pria Diwajibkan Beristri Dua, Jika Tidak Akan Diusir Dari Indonesia",Aturan baru,672146.png
4077,958386,1,2015-11-20 00:00:00,Marinir AS Mendukung Papua Lepas dari NKRI,"“Belum apa apa sudah ada foto Marinir AS mendukung Papua lepas dari NKRI.
 dan sayangnya masih banyak warga kita yang BERLAGAK SOK jadi Singa. Tapi dia gak sadar Si Singa rupanya dengan mudah dikalahkan Kancil yang punya Strategi jitu.",958386.jpg
2384,558441,1,2020-04-12 00:00:00,"Dampak PSBB, Pegawai PELNI Dibegal di Jakarta Utara","PSBB DIBERLAKUKAN DI JAKARTA,BEGAL & JAMBRET BERKELIARAN SECURITY PELNI HAMPIR TERBEGAL & SPG DIJAMBRET..PL",558441.jpg
303,69341,1,2019-03-11 00:00:00,Pesawat Pribadi Prabowo Dilarang Mendarat di Bandara Syamsudin Noor Banjarmasin,Info terbaru pesawat pribadi pak prabowo tdk dapat ijin untuk mendarat di bandara samsudinnoor bjrmasin.utk menghadiri haul guru sekumpul hr ini…sungguh Terlalu Rezim ini..pdahal bukan utk kampanye,69341.png
3574,838257,1,2019-09-27 00:00:00,"Sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. Tuan, kini kita sama. #BloodyShoes","Sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. Tuan, kini kita sama. #BloodyShoes”",838257.png
2697,637246,1,2017-12-13 00:00:00,Tidak Bisa Ketemu Trump Akhirnya TV Mereka Yang Hancur,"Ini lah reaksi orang”yg tidak bisa ketemu trump akhirnya TV mreka yg hancur, mrka sama dgn kita sm”marah kesal tp kita bisa apa, hanya mmpu berdoa, doakan semoga trump di lengserkan dan di beri azab",637246.png
664,153902,1,2017-12-17 00:00:00,Seorang Pria di Dander Bojonegoro Meninggal Akibat Menggunakan HP,"Tlg bantu share sebanyak banyak nya agar jadi pelajaran bagi kita semua. Seorang pria di Dander Bojonegoro meninggal akibat menggunakan Hp. Dia mendengar musik pakai Handset, saat Hpnya di Charge dan ketiduran. Arus Listrik masuk melalui telinga sampai ke sekujur tubuhnya. Kulitnya meletup letup sampai membentuk lubang2 di seluruh tubuh nya… Sekali lagii, jangan pernah gunakan Hp saat sedang di charge sepenting apapun keadaannya karena ini bisa mengancam keselamatan",153902.png
1177,275477,1,12-Agu-18,Pemberitahuan pemenang undian bank BRI,"INFO RESMI,, Anda Nasabah BRI Terbaik 2018 dgn Kode Pin(02599875)
 memenangkan Cek Rp.27jt",275477.jpg
1947,455591,0,27-Agu-18,Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,"Rio Rizki Darmawan, atlet dayung Indonesia, yang baru saja menikmati medali emas pada ajang ASIAN Games 2018 bersama timnya sempat dikabarkan menjadi atlet termuda yang pernah meraih emas pada ajang tersebut",455591.jpg
3299,776346,0,2018-01-18 00:00:00,Pembangunan Infrastruktur yang Dibanggakan Oleh Presiden RI Joko Widodo di Papua Selama Ini Ternyata Menjadi Kedok...,"“Pembangunan infrastruktur yang dibanggakan oleh Presiden RI Joko Widodo di Papua selama ini ternyata menjadi kedok lalainya pembangunan sumber daya manusia yang ada di sana. Belakangan kedok itu pun terkuak, 63 anak suku Asmat meninggal akibat gizi buruk dan wabah campak. Kematian tersebut menjadi indikasi bahwa rakyat Papua butuh perhatian khusus terutama kebutuhan pangan bergizi serta fasilitas kesehatan yang memadai. Bukan jalan beton yang dapat menghidupi mereka, melainkan pangan bergizi dan bantuan fasilitas kesehatan yang sebenarnya mereka butuhkan.",776346.png
3218,760125,1,2017-12-14 00:00:00,Binatang Langka dan Sangat Berbahaya yang Dapat Membunuh Setelah 4 Jam,"Mohon izin untuk sekedar informasi :
Ini adalah binatang yang langka dan sangat berbahaya, biasanya di daun Pohon Mangga.
Orang yang terkena gigitan binatang itu secara langsung…,,, umumnya akan Wafat setelah 4 jam dari gigitan itu, akibat Dehidrasi Yang Sangat Dahsyat.
Sangat berbahaya sekali..!!! Mohon sebarkan, terutama kpda saudara-saudari kita yang Dekat dgn Pohon Mangga…
Terima kasih…”.",760125.jpg
961,223528,1,2019-12-03 00:00:00,"Pemilu Belum Dilaksanakan, Tapi Sudah Tau Menang","Lha iya gk aneh….Pemilu aja belum di laksanakan tapi sdh tau Menang,",223528.png
2009,469407,1,2019-11-09 00:00:00,"Foto korban meninggal karena mendengar musik pakai handset, saat hpnya dicharge dan ketiduran","“Pria ini meninggal akibat menggunakan Handphone, sambil mendengarkan musik pakai Handset, sambil di Cas dan pria tersebut ketiduran. Arus Listrik yang masuk melalui telinga sampai ke sekujur tubuh nya Dan Meletup letup sampai membentuk lubang-lubang di seluruh tubuh pria tersebut…”",469407.png
2392,559828,1,2019-09-13 00:00:00,Ciptakan Hujan Dengan Air Garam Di Baskom,"Sediakan baskom air yang dicampur garam dan diletakkan diluar rumah, biarkan menguap, jam penguapan air yang baik adalah sekitar pukul 11.00 s.d jam 13.00, dengan makin banyak uap air di udara semakin mempercepat Kondensasi menjadi butir air pada suhu yang makin dingin di udara.
 Dengan cara sederhana ini diharapkan hujan makin cepat turun, semakin banyak warga yang melakukan ini di masing-masing rumah, ratusan ribu rumah maka akan menciptakan jutaan kubik uap air di Udara.",559828.jpg
2792,663377,0,2016-03-12 00:00:00,: WASPADA!! Es Teh Campur Limbah di Monas,WASPADA!! Es Teh Campur Limbah di Monas,663377.jpg
304,69419,1,2019-02-26 00:00:00,"DIBERI DUIT, BAJU DAN MAKAN, TAPI ACARA TETAP SUNYI, RELAWAN JOKOWI HAMPIR BUNUH DIRI","Menit demi menit berlalu. Tak satu pun 
warga yang mau bergabung meramaikan acara deklarasi Jokowi di Pariaman. Rencananya, relawan yang diberinama Aku Juga Jokowi (AJJO) ini dideklarasikan di Anjungan Gondoriah Kota Pariaman, Jumat (22/2).",69419.png
3679,865375,1,2018-07-31 00:00:00,Masjidil Haram dan Kakbah Dipasangi Payung Raksasa yang Dapat Dibuka Tutup pada Musim Haji 2018,"29 Juli 2018 mulai dipakai payung terbesar di dunia, The World’s Biggest Umbrella dipasang di Masjidil Haram. Akan terbuka dan tertutup menyesuaikan sinar matahari. Tinggi 45m, berat 600 ton dan menutupi 2400m2. Masyaallah……subhanallah….",865375.png
3971,933700,0,2016-04-12 00:00:00,"Jakarta Berduka, Jokowi dan Ahok Harus Bertanggungjawab","Jakarta berduka, Jokowi dan Ahok harus bertanggung jawab!",933700.jpg
916,210259,1,2018-06-23 00:00:00,"Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019","IMBAUAN ulama, habaib, kiyai, pimpinan pondok pesantren seluruh indonesia = untuk tidak memilih jokowi presiden 2019",210259.png
3181,751347,0,2018-04-04 00:00:00,Tidak Ada Pejemputan Paksa Ulama Bireuen oleh Polisi,"“Langsung kita panggil kedua belah pihak. Dengan perangkat desa, tokoh budaya, tokoh agama, alhamdulillah sudah klir. Jadi tidak ada jemput paksa,” kata Kapolsek Kota Juang, AKP Ahmad Arief Sanjaya, Selasa (3/4).",751347.png
1624,371433,0,2019-09-09 00:00:00,Klarifikasi Terkait Isu Terlantarnya Mahasiswa NTB di Korea Selatan,"Kondisi baik baik saja dan sedang kursus bahasa, nggak ada yang terlantar, kelewatan saja teman-teman bikin HL (Head Line) . Memang belum masuk kuliah karena harus kursus bahasa dulu",371433.jpg
2757,654262,0,2017-05-14 00:00:00,Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR...!!!,"Pawai obor untuk Lawan Pawai Lilin, Sedang Berlangsung Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR…!!!",654262.jpg
821,189928,1,2020-03-31 00:00:00,Jokowi anak kandung dari SULAMI,"Presiden Joko Widodo kau adalah anak anjing. Nama anjing itu ialah Sudjiatmi…Presiden Jokowi sebenarnya bukan anak Anjing, Sebab Jokowi anak kandung dari SULAMI. Seharusnya Jokowi Jangan memalsukan ibu kandung yang telah melahirkan dirinya, Agar seluruh rakyat indonesia bisa menghormati dan menghargai diri-nya.",189928.png
2378,557398,1,2020-07-27 00:00:00,Video Shalat Subuh Berjamaah Semenjak Hagia Sophia Dibuka,"Semenjak di buka, Sholat Subuh di Hagia Sophia…Inilah yg ditakuti para kafeer jika Jama’ah Sholat Subuh banyaknya spt halnya Sholat Jum’at…..",557398.jpg
1354,313678,1,2019-11-28 00:00:00,Restoran Sederhana Ulang Tahun Ke-15 Membagikan Makanan Gratis,"Restoran Sederhana sedang merayakan ulang tahun ke-15 di Indonesia dan untuk waktu yang terbatas, kami akan membagikan makanan gratis di salah satu restoran kami! Saya sudah menerima undangan untuk makan gratis!",313678.jpg
3543,831660,1,2018-12-29 00:00:00,Pramuka Dajjal,"Ap maksudnya coba?

Ini disuruh dipasang/dijahit dibju Pramuka anak kls.6 SD yg akan ikut kegiatan Persami Pramuka. Baru saja dibagikan akhir tahun ini.",831660.png
3598,843144,1,2016-12-29 00:00:00,BERITA WHATSAPP PALSU TERKAIT AKSI BELA YESUS,"Ijin meneruskan BC
 Sehubungan dengan dugaan penistaan agama yang dilakukan Rizieq sihab pada 25 Desember lalu. Maka kami bermaksud melaksanakan Aksi Bela Yesus yang akan dilaksanakan pada :
 Hari/tgl : Sabtu, 31 Desember 2017,
 Waktu : 09.00 Wib
 Tikpul : Gereja Katedral Jakarta Pusat
 Rute aksi : Katedral ~ Polda Metro Jaya.
 Tuntutan : Tangkap Riziek ssihab si penista agama.",843144.jpg
1000,230824,1,2020-04-06 00:00:00,"Modus Menghabisi Ustadz, disuntik covid-19 sampai mati","Ustadz yg sehat bisa saja divonis PDP, dimasukkan RS, disuntik covid-19 sampai mati, dikantongi plastik langsung dikubur oleh RS. Tidak ada yang bisa protes.",230824.png
18,6503,1,2017-12-11 00:00:00,Indonesia di Penuhi PKI,Hahhahhahahhaha indonesia di penuhi pki …gimanah nih pa kowi…..,6503.jpg
1637,373355,0,09-Okt-18,KEPOLISIAN TEPIS ISU PENYERANGAN OLEH WARGA RUMPIN BOGOR,Infonya 7 desa dari rumpin mo ada penyerangan .,373355.jpg
1667,379313,1,2019-11-04 00:00:00,"Perintah pemimpin negara,,,,Seluruh karyawan PNS dan ASN diwajib kan berpakaian seperti foto dibawa ini kata mentri agama dan para menteri komunis","Perintah pemimpin negara,,,,Seluruh karyawan PNS dan ASN diwajib kan berpakaian seperti foto dibawa ini kata mentri agama dan para menteri komunis,,,,karena mulai sekarang berpakaian hijab dan bercadar sudah dilarang oleh pemerintah Radikal,,,,!!",379313.png
493,114774,1,2020-08-16 00:00:00,US Government Funded Insect Spy Drone and Already in Production,US Government Funded Insect Spy Drone and Already in Production,114774.jpg
3967,933072,0,2017-02-07 00:00:00,Teori Flat Earth Bukanlah Hoax,"Teori Bumi Datar/Flat Earth (FE) bukanlah hoax. Ia adalah bagian pengetahuan manusia di zaman dahulu, ketika perkembangan ilmu dan instrumen masih sangat terbatas untuk memahami fenomena alam yang ada. Seiring dengan perkembangan waktu, budaya dan pengetahuan manusia, mulailah ditemukan bukti empiris bahwa bumi itu bulat lonjong, dan bukti secara langsung telah didapatkan ketika manusia sudah berhasil melihat bumi dari luar angkasa",933072.jpg
2684,632944,1,2020-01-02 00:00:00,Akun Facebook Bernama Kang Rijanto Bukan Milik Bupati Blitar,"Pagi tadi anak-anak kominfo nge-share di grup. Kemudian kami konfirmasi ke ajudan dan humas. Ternyata fixed akun palsu,",632944.png
687,159013,1,2019-05-19 00:00:00,Dibuang Sajaa,Cek tangkapan layar.,159013.png
2686,634631,1,2019-03-05 00:00:00,Gus Sholah Hadiri Gerakan Hizib Nasional dan Deklarasi Dukungan Prabowo-Sandi,"BARISAN KYAI DAN SANTRI NAHDLIYIN
PASURUAN-JAWA TIMUR",634631.png
1608,368943,1,2020-07-29 00:00:00,Foto Setelah dipecat PAN dia benar2 jadi gelandangan politik,"Setelah dipecat PAN dia benar2 jadi gelandangan politik,beginilah kalau orang selalu menghina simbol negara.",368943.jpg
3484,818911,0,2016-07-17 00:00:00,Tiang Pancang Proyek Infrastruktur Berisikan Narkoba,Di dalam besi-besi tiang pancang untuk pembangunan infrastruktur yg diimpor dari Cina diketahui dijadikan sarana untuk memasukkan narkotika dan obat-obat terlarang jenis sabu seberat 5 kilogram per tiangnya besinya. Tinggal dikalikan saja berapa tiang besi yg diimpor dari Cina itu (beserta pekerja-pekerjanya) yg dijadikan alat kirim narkoba tersebut.,818911.jpg
4146,977080,1,2019-12-21 00:00:00,"Ini sumbernya Din Syamsudin, Presiden Joko Widodo menolak menemui ulama dari Uzbekistan dan Xinjiang, Cina","Delegasi muslim Uighur datang diantar oleh Din Syamsudin, sudah datang di depan Istana mau ketemu presiden, (tapi) ditolak presiden,",977080.png
1009,234590,1,2018-07-31 00:00:00,"Begal di Jembatan Sambaliung, Berau, Kalimantan Timur",Kejadian tepat pukul 01.35 yg berlokasikan di Jembatan sambaliung berau-kaltim,234590.jpg
3735,879253,1,2019-09-24 00:00:00,Foto ALIANSI PEKERJA SEPANJANG SUDIRMAN-KUNINGAN,"ALIANSI PEKERJA SEPANJANG SUDIRMAN-KUNINGAN
 #MOSITIDAKPERCAYA
 24 SEPT 2019 | DPR RI, JAKARTA
 There are no marshals and leaders today. Nobody is responsible for you. You are responsible for yourselves,",879253.png
4001,939617,1,2018-04-26 00:00:00,Foto Berita Waketum Gerindra Sebut PAN Partai Bunglon Hasil Suntingan,"Lengkap sudah: Ada Partai Kuda, Partai Sapi dan Partai Bunglon…
 “Waketum Gerindra Sebut PAN Partai Bunglon”
 http://news.metrotvnews.com/politik/9K547Bxk-waketum-gerindra-sebut-pan-partai-bunglon",939617.png
1677,382297,1,2018-06-21 00:00:00,Alfamart Bagi-bagi Voucher Jutaan Rupiah,voucher gratis,382297.jpg
1999,467329,1,2020-07-23 00:00:00,Wanita bercadar di palestina sibuk berperang sedangkan wanita bercadar di indonesia sibuk selfie,Wanita bercadar di palestina sibuk berperang sedangkan wanita bercadar di indonesia sibuk selfie dengan caption Istiqomah tanpa batas Astaghfirullah,467329.png
1310,303572,1,2020-07-16 00:00:00,Video tiktok Hana hanifah di kantor berlogo BIN,Asyik tiktok Hana hanifah di kantor berlogo BIN Rusak kabeh wess,303572.png
1987,464003,1,2018-07-24 00:00:00,Kenaikan Biaya PBB Sebesar 100 Persen di Jagakarsa Jakarta Selatan,"Belum lama ini sebuah akun twitter @hotelsyariah_JKT mengabarkan adanya kenaikan pajak bumi dan bangunan (PBB) hingga sebesar 100% di kawasan Jagakarsa, Jakarta Selatan.",464003.jpg
2634,617903,1,2019-04-25 00:00:00,Babi Berbulu Domba Diciptakan Austria Untuk Mengecoh Umat Muslim,"Babi Manggalitsa adalah teknologi baru Austria kacukan babi dgn biri biri, tujuan untuk mengelirukan umat islam supaya mkn babi yg disangka daging biri biri dibuang kepala selepas di sembelih.tlg share untuk kepentingan umat Islam.",617903.jpg
344,77589,1,2019-03-03 00:00:00,FB LITE LAGI DI HACK,"INFO.
FB LITE LAGI DI HACK,
JIKA FB LITE ANDA SAAT BUKA PROFIL ORANG LAIN DAN MUNCUL FOTO PROFIL ANDA SENDIRI, BERARTI FB ANDA TERKENA VIRUS, CARA MENGHILANGKANNYA IKUTI LANGKAH BERIKUT",77589.png
3726,876908,1,2020-07-25 00:00:00,"Foto Heboh, Israel Ubah Masjid Bersejarah Jadi Bar","Sebuah kabar menghebohkan datang dari Israel. Ternyata, Israel mengubah bangunan bersejarah Masjid Al Amar menjadi sebuah bar atau aula pesta pernikahan sejak 2019 lalu. Masjid Al Amar ini merupakan salah satu bangunan bersejarah Palestina dari abad ke-13 yang berada di Safed. Masjid itu berada di kewenangan otoritas Israel sejak 1948.",876908.png
986,228667,1,2017-01-10 00:00:00,Tanggapan Polri Terkait Isu Sipil Papua Bersenjata yang Ingin Menyatakan Perang,"Kira-kira kalau mereka agamanya Islam akan dicap sebagai apa?
 Semoga Indonesia tetap utuh tak ter bercerai-berai.",228667.jpg
2791,663263,1,2016-07-25 00:00:00,Tiongkok Produksi Kornet Berbahan Tubuh Manusia,"PLEASE SEND THIS TO ALL YOUR CONTACT, ITS VERY IMPORTANT. Chinese people have started producing coorned beef with their dead bodies and sending them to africa. please stay away from coorned beef irrespetive of brand, most especially in africa and from Afro-Asian Grocery Shop.",663263.jpg
3233,763570,1,2020-03-16 00:00:00,Kapal Rute Banda Aceh Sabang Distop Karena Virus Corona,Bahwa untuk sementara waktu jalur penyeberangan penumpang baik Kalap Cepat maupun Kapal Lambat dari Sabang maupun dari Banda Aceh akan di STOP keberangkatannya. Kemungkinan untuk pemberhentian pengoperasian Kapal akan dilakukan 1-2 hari ke depan.,763570.jpg
3380,795585,1,2020-05-22 00:00:00,Foto FBI Menangkap Bill Gates Karena Terorisme Biologis,FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors” atau yang jika diterjemahkan “FBI Menangkap Bill Gates Karena Terorisme Biologis Setelah Memberi Tip Dari Melbourne 5G Protestor,795585.png
1142,265639,1,2019-04-26 00:00:00,SUSUNAN KABINET KERJA JILID II JOKOWI MARUF,"Susunan Kabinet Indonesia Kerja Periode 2
Presiden RI : Ir. H. Joko Widodo
Wakil Presiden RI : Prof. Dr (HC) KH. Ma’ruf Amin",265639.png
1198,279139,1,2020-07-03 00:00:00,dua matahari Lunar Hunter,"“Hari ini, dua matahari muncul di perbatasan antara Amerika Serikat dan Kanada, satu adalah matahari asli dan yang lainnya adalah bulan. Fenomena ini disebut “Lunar Hunter” dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan, dan bulan memantulkan sinar matahari dengan intensitas yang kuat, mengingatkan kita pada matahari kedua. Bagikan ini! sangat cantik! ! !",279139.png
85,20112,0,2019-03-22 00:00:00,Penjelasan terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk semi kontainer Paslon 01 ini kira-kira membawa apa ,20112.png
1518,348533,1,2018-11-23 00:00:00,Saat Ini PT Angkasa Pura II sedang Melakukan Perekrutan Karyawan,"Dengan Hormat, Berdasarkan hasil evaluasi awal Tim Recruitment Section Department Of Human Resources Devolepment terhadap lamaran pekerjaan saudara/(i) dengan ini kami menyatakan telah memenuhi persyaratan administrasi dan kualifikasi, dan saudara/(i) berhak untuk mengikuti tahapan seleksi PT Angkasa Pura II (Persero)",348533.png
3003,710397,1,2018-04-02 00:00:00,Jadwal Perpindahan Maskapai Penerbangan Dari Terminal 2 ke Terminal 3 Internasional Bandara Soekarno-Hatta,"Bentuknya berupa gambar yang di dalamnya diinformasikan jadwal perpindahan maskapai internasional dari Terminal 2 ke Terminal 3 Bandara Soekarno-Hatta. Informasi tersebut seperti, Malaysia Airlines pindah tanggal 9 April 2018, Turkish Airlines dan Oman Air pindah pada 21 April, Thai dan Srilankan Airlines pindah pada 1 Mei 2018, dan seterusnya.",710397.jpg
1381,321288,0,2020-03-06 00:00:00,Hoaks Imbauan Anak NU Dilarang Sekolah di Muhammadiyah,"Imbauan kepada warga NU, untuk tidak menyekolahkan anak-anaknya di sekolah Muhammadiyah karena kami ingini menjaga kondusivitas dan aset milik kami. Tolong warga NU tepo seliro dan tahu diri — Prof Dr Haidar Nasir, Ketua Umum PP Muhammadiyah.",321288.png
2213,516297,0,2020-08-05 00:00:00,Dakta 107 FM: Klaim Obat Corona Hadi Pranoto,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO",516297.png
1014,235355,0,2018-03-16 00:00:00,"Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?","Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?",235355.png
128,28265,0,2019-03-28 00:00:00,Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,"Hari ini
Pemasangan baliho contoh surat suara Pilpres 
oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian sudah mencederai demokrasi",28265.jpg
1364,316628,1,2018-07-12 00:00:00,Video Pemotor yang Melintas di JLNT Casablanca Tak Ditilang Polisi Karena Punya Black Card,"Gila, punya black card anjir",316628.png
2614,611300,1,17-Agu-18,Makan Cokelat Setelah Makan Mie Goreng Berakibat Kematian,SEKEDAR INFO KHUSUSNYA UTK ANAK KOST/ PERANTAUAN BUJANGAN/ siapa saja…,611300.png
2242,523481,1,2017-02-06 00:00:00,"Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals","Tangkapan Layar dari Video Metro TV Yang Berjudul ‘300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals’",523481.jpg
891,204885,1,2020-08-17 00:00:00,Video Kembang api Olimpiade ditampilkan pada saat ini karena Olimpiade Tokyo ditunda karena covid-19,"Kembang api ini disiapkan oleh kota Tokyo untuk upacara pembukaan Olimpiade tahun ini. Olimpiade tidak jadi dibuka karena covid-19, tetapi kembang api ini tidak dapat disimpan hingga tahun 2021, sehingga kembang api Olimpiade ditampilkan pada saat ini. Silakan menikmati kembang api Olimpiade dengan latar belakang Gunung Fuji yang indah. NB: keraskan volume stereo Anda #izinshare #fireworksshow #olimpiade2021",204885.jpg
3075,727817,1,2017-09-24 00:00:00,Penjelasan Menko Polhukam Tentang Isu Politik Terkini,Penjelasan Menko Polhukam Tentang Isu Politik Terkini,727817.png
1359,315261,1,2019-02-10 00:00:00,Pawai penyambutan Pak Prabowo di Bandung,"Pawai penyambutan Pak Prabowo di Bandung, tdk ada satu media pun yg menyiarkan.",315261.png
307,70363,0,2018-09-25 00:00:00,Klarifikasi terkait Video Viral Pagar Masjid Istiqlal yang Ditutup,Ada apa dgn rezim ini… Dl masjid istiqlal terbuka luas utk umat muslim maupun non muslim yg ingin beribadah maupun berwisata dr daerah2 maupun dr luar. Tp skrg pintu pagar masjid mulai membatasi umat utk msk kedlm masjid…,70363.jpg
4074,958008,1,2016-11-27 00:00:00,Foto Habib Rizieq Bersama Ustadz Solmed dengan Tommy Winata,FPI dan klan Tommy Winata (pihak di balik reklamasi Teluk Benoa). Dan kalian masih percaya demo 411 dan demo berkedok agama lainnya murni tentang agama? Mau saja dibodohi elit politik. Please wake up Indonesia! ?,958008.jpg
1317,304963,1,2020-02-24 00:00:00,Tangkapan Layar Rieke Dyah:Aku Bingung Memangnya Kalau PKI Bangkit Kembali Kenapa?Ada Masalah Ya?,Rieke Dyah:”Aku Bingung Memangnya Kalau PKI Bangkit Kembali Kenapa?Ada Masalah Ya?”,304963.png
3439,810521,1,2016-12-03 00:00:00,Muslim Indonesia di Amerika Mendukung Aksi Damai 212,Muslim Indonesia di Amerika Mendukung Aksi Damai 212,810521.jpg
3744,880718,1,2019-01-13 00:00:00,Situs OPERAIND,#saveILC,880718.png
1208,282065,1,2019-04-23 00:00:00,Foto RA Kartini Berjilbab dan Berkaca mata.,"Photo asli RA Kartini ketika menjadi santri Kyai Saleh Darat. Tidak memakai konde dan berkebaya. Foto RA Kartini yang berkonde dan berkebaya versi Belanda akan terus dikeluarkan oleh kaum sekuler agar RA Kartini tetap dikenang sebagai perempuan yang tak mau berjilbab,",282065.jpg
3536,829061,1,2020-03-18 00:00:00,Video Gara2 corona ada orang jatuh dari motor cuma di liatin,Gara2 corona ada orang jatuh dari motor cuma di liatin… Kameramen pekok,829061.png
3520,826249,1,2017-06-28 00:00:00,"Fluoride Sangat Berbahaya, Bisa Menyebabkan Kanker","Fluoride sangat berbahaya, “bisa menyebabkan kanker tulang, oestoporosis, masalah persendian, turunnya kadar testoteron dan estrogen, dan sanggup mengkorosi lapisan enamel gigi. Bahkan dikatakan jika fluoride lebih merusak gigi ketimbang garam” – “apa bahan utama pembuat racun tikus? Yakni Sodium Fluoride. Ini adalah zat kimia ionik yang paling beracun setelah Potasium Dikromat”",826249.jpg
2825,670624,1,2017-05-25 00:00:00,Pemilik Akun Warung Indomie Abang Adek lontarkan Komentar Rasis dan Mensyukuri Bom Kampung Melayu,Pemilik Akun Warung Indomie Abang Adek lontarkan Komentar Rasis dan Mensyukuri Bom Kampung Melayu,670624.jpg
1239,291589,1,2018-09-19 00:00:00,Sore tadi ada awan sedang berdoa,“Sore tadi ada awan sedang berdoa.. Semoga yg membagikan kuasa Allah ini besok pagi rezekinya berlimpah aamiin..”,291589.jpg
275,61182,1,2019-03-07 00:00:00,Orang Jakarta pada canggih euy,"Orang Jakarta pada canggih euy….

Mainannya DRONE kapal-kapalan",61182.png
489,113065,0,2017-11-29 00:00:00,Sering Minum Es Dapat Sebabkan Batuk dan Pilek,Jangan minum air es terlampau banyak. Ingatlah bahwa Anda saat ini sudah mulai batuk dan pilek.,113065.jpg
3768,885960,1,2020-05-01 00:00:00,Arab Saudi merayakan masa berakhirnya LOCKDOWN,Arab Saudi merayakan masa berakhirnya LOCKDOWN (sepertinya LOCK DOWN akan berakhir seluruh dunia) see less,885960.png
1229,289226,1,2019-10-30 00:00:00,Auman raksasa dajjal dari bawah dasar lautan Samudra Pasifik,"Baru dpt info, sorry kalo telat ngabarinnya, Iran pkl 17.30 ba’da magrib mndapati gempa dan gerhana,dan sesuatu bnyi ganjil lgi sprti ngauman raksasa yg kdua kalinya dri bwah dasar lautan samudra pasifik, mnurut Para ULAMA, itu suara dajjal yg brusaha naik kedunia. oleh sbab itu kita senantiasa tdk brhenti adzan dan shalat. siapa yg membaca ini tlong sbarkan ke-20 orng,jngan DIPERMAINKAN!",289226.png
3632,851697,1,2016-07-09 00:00:00,Ditemukannya Rangka Tubuh Kaum Ad,"Masnuss:
 Kerangka kaum Add… umatnya Nabi HUD AS… mereka di hantam hujan badai dingin 7 hari 8 malam.",851697.jpg
4109,965280,1,2017-09-27 00:00:00,Foto oknum petugas serta Surat tugas PLN palsu,"Awas penipuan jangan dilayani apabila ada petugas PLN yang datang kerumah teman-teman ada yang membawa surat tugas seperti ini jangan dilayani karena inipenipuan, sebab PLN tidak pernah mengeluarkan surat tugas seperti ini harap, “WASPADA”",965280.jpg
