,ID,tanggal,judul,narasi,nama file gambar,true_judul,label
135,282152,2019-04-11 0:00:00,Pembuatan KTP Orang Gila Demi Ambisi Kekuasaan,PARAH…MEMAKSAKAN HAL YANG TAK WAJAR TERUS DILAKUKAN DEMI AMBISI KEKUASAAN… Pembuatan KTP buat orang2 gila..Beneran ada di bekasi.,282152.jpg,[SALAH] Pembuatan KTP Orang Gila Demi Ambisi Kekuasaan,1
136,283985,2018-06-22 0:00:00,Klarifikasi Kepala BKPSDM Kabupaten Pamekasan Terkait Isu Penerimaan 80 Aparatur Sipil Negara di Pamekasan,"Dari pusat belum turun, jadi kalau ada kabar yang mengatakan penerimaan ASN Pamekasan itu kabar palsu,",283985.png,[BENAR] Klarifikasi Kepala BKPSDM Kabupaten Pamekasan Terkait Isu Penerimaan 80 Aparatur Sipil Negara (ASN) di Pamekasan,0
137,288490,2020-03-12 0:00:00,Daniel Radcliffe Positiv Terinfeksi Corona Covid-19,BREAKING: Daniel Radcliffe test posotive for coronavirus. The actor is said to be the first famous person to publicly confirmed.,288490.jpg,[SALAH] Daniel Radcliffe Positiv Terinfeksi Corona Covid-19,1
138,290871,2019-01-16 0:00:00,Tidak Ada Teman Satu Kelas atau Satu Angkatan Kuliah di Fakultas Kehutanan UGM yang Memberikan Testimoni tentang Jokowi,Sampai sekarang | mengapa tidak ada teman satu kelas atau angkatan di fakultas kehutanan UGM yang berikan testimoni tentang pak Jokowi dahulunya pas kuliah,290871.png,[SALAH] Tidak Ada Teman Satu Kelas atau Satu Angkatan Kuliah di Fakultas Kehutanan UGM yang Memberikan Testimoni tentang Jokowi,1
139,292507,2018-04-19 0:00:00,JASAD SADDAM HUSSEIN MASIH UTUH MESKI DIKUBUR SEJAK TAHUN 2006,"Assalamu’alaikum, Wallahu Akbar …
 Pembongkaran jenazah Saddam Husain Presiden Iraq yang berkuasa dari sejak “Juli 1979 sampai Maret 2003”.
 Beberapa waktu yang lalu kuburan Saddam Husein di buka untuk di pindahkan ke desanya, namun SUBHANALLAH mayitnya tetap utuh seperti baru dikuburkan meskipun usia wafatnya telah berlalu -+ 12 tahun lamanya, bahkan ketika wajahnya disingkap darah beliau masih terlihat sangat segar dan justru tercium darinya aroma wangi yang menyebabkan orang2 berebutan menciumnya seraya memekikkan Takbir dan Tahlil yang terus bergema hingga beliau dikuburkan kembali setelah disholati oleh ratusan kaum muslimin yang menyaksikan prosesi pemindahan jasad beliau.
 ALLAHU AKBAR … Semoga beliau mendapatkan keluasan Ampunan dan Rahmat-Nya, serta di golongkannya sebagai Syuhada’ di hadapan ALLAH Azza Wajalla. Aamiin …",292507.png,[SALAH] JASAD SADDAM HUSSEIN MASIH UTUH MESKI DIKUBUR SEJAK TAHUN 2006,1
140,293078,2018-01-06 0:00:00,Tito : Insyaallah Kedepannya Publik Lebih Percaya Polri daripada Ulama!!,"“gmn caranya??
Tito : Insyaallah Kedepannya Publik Lebih Percaya Polri daripada Ulama!!”.",293078.png,[DISINFORMASI] “Tito : Insyaallah Kedepannya Publik Lebih Percaya Polri daripada Ulama!!”,1
141,293749,2017-07-23 0:00:00,Big Data Cyber Security Indonesia sudah terpasang,"Menginformasikan kembali agar tak lupa, system (BDCS) Big Data Cyber Security Indonesia sdh terpasang , menyusul rencana WanTaNas RI (Dewan Pertahanan Nasional) yg akan mengambil semua informasi melalui Internet di Indonesia....",293749.jpg,(HOAX) Big Data Cyber Security Indonesia sudah terpasang,1
142,295701,2020-06-11 0:00:00,Ribuan Ikan Mati Di Tepi Pantai Bali,Lo kenapa tuh ikannya di Bali pada mati ke pinggir pantai? @BNPB_Indonesia,295701.png,[SALAH] Ribuan Ikan Mati Di Tepi Pantai Bali,1
143,296355,2020-04-07 0:00:00,Sakit hati gua bule kagak ada yang kenal sama my presiden,Sakit hati gua bule kagak ada yang kenal sama my presiden,296355.png,[SALAH] “Sakit hati gua bule kagak ada yang kenal sama my presiden 😥😥😥”,1
144,296658,2020-03-13 0:00:00,Video Setelah 10 tahun mati di tembak jenazah pejuang syahid Imam Samudera masih segar,"Pemindahan kubur Imam Samudera karena projek melebarkan jalan. Setelah 10 tahun mati di tembak oleh firing squad pemerintah indonesia pada tanggal 9 Nov 2008, jenazah pejuang syahid Imam Samudera masih segar ibarat sedang tidur, beliau dijatuhkan hukuman mati karena mengebom kelab malam di Bali pada tahun 2002.",296658.png,[SALAH] Video “Setelah 10 tahun mati di tembak jenazah pejuang syahid Imam Samudera masih segar”,1
145,297570,2019-09-30 0:00:00,"Gubernur Jabar, Ridwan Kamil Bantah Buat Cuitan sekolah yang pinter, biar gajadi polisi","Klarifikasi karena banyak tanya: Beredar hoaks. Untuk mengadu domba. Semoga Allah mengampuni para penyebar fitnah dan semoga pahala dunianya berpindah kepada kami,",297570.png,"[KLARIFIKASI] Gubernur Jabar, Ridwan Kamil Bantah Buat Cuitan “sekolah yang pinter, biar gajadi polisi”",1
146,302429,2017-01-07 0:00:00,"Merakyatnya Jokowi - Jusuf Kalla, Ternyata Cuma Adegan di Depan Kamera Saja","Eheum eheum benar sangat Merakyat
 Kamera Siap? Aktion!!
 Sempurna",302429.jpg,"[DISINFORMASI] ‘Merakyatnya’ Jokowi – Jusuf Kalla, Ternyata Cuma Adegan di Depan Kamera Saja",1
147,306699,2019-04-15 0:00:00,SMS Hadiah Lazada Birthday,"LAZADA_BIRTHDAY
Jual/Beli Online No 1
Ucapkan SELAMAT
Anda T’Pilih Pemenang
JUTAWAN: Rp. 125jt
ID: MP47AD7
Birthday 7th Lazada
Info:
www.gebyar-lazada.gg",306699.jpg,[SALAH] SMS Hadiah Lazada Birthday,1
148,306845,2019-03-21 0:00:00,Video soal Tak Ada Lagi Tahlil dan NU Jadi Fosil Jika Jokowi-Maruf Kalah,"Pak yai ini fitnam 02….katanya 
Jika tidak pilih si mbah Dzikir & tahlil mau dihapus,, ini maksudnya apa coba…?!
Blunder mbok ya jgn kebangetan toh Pak!
Berikut ini adalah video jawaban dari Bang Sandiaga Uno Cawapres yg sangat Santun Cerdas & bermartabat",306845.png,[BENAR] Video soal Tak Ada Lagi Tahlil dan NU Jadi Fosil Jika Jokowi-Ma’ruf Kalah,0
149,306945,2019-03-06 0:00:00,Klarifikasi KBRI dan PPLN Singapura Terkait Isu TKI Harus Membayar 30 Dollar untuk Menggunakan Hak Pilihnya,"Ibu Bapak sekalian, seluruh proses Pemilu adalah GRATIS. Sejak pendaftaran sampai pemungutan suara, tidak ada pungutan biaya apapun",306945.png,[BENAR] Klarifikasi KBRI dan PPLN Singapura Terkait Isu TKI Harus Membayar 30 Dollar untuk Menggunakan Hak Pilihnya,0
150,310157,2017-06-24 0:00:00,Takbiran Dilarang di Kota Bandung,"Astaghfirullah…
 .
 Kini takbiran pun dilarang, akan tetapi bakar lilin diizinkan
 .
 Mungkin nanti sholat pun dilarang jika dibiarkan terus menerus ??
 .
 Ya Allah terasa seperti tinggal di negara minoritas muslim ? padahal umat Islam mayoritas disini ?
 .
 Sedih liat nya ??",310157.jpg,[HOAX] Takbiran Dilarang di Kota Bandung,1
151,320311,2020-06-08 0:00:00,Wapres: Ikhlaskan Saja Dana Haji Dipakai Pemerintah Agar Kalian Masuk Surga,Dengerin Noh Kalau Simbah Ngomong Buat Yang Punya Dana Haji Dan Ndak Bisa Berangkat Ke Tanah Suci Ikhlaskan Saja Dana Hajinya Di Pakai Pemerintah Tiket Surga Sudah Kalian Genggam Di Tangan,320311.png,[SALAH] Wapres: Ikhlaskan Saja Dana Haji Dipakai Pemerintah Agar Kalian Masuk Surga,1
152,320917,2020-04-08 0:00:00,Kota Cirebon Lockdown,"Besok Kota Cirebon Lockdown, akan ada penyekatan di 4 titik…Kalijaga, Ciperna, Tangkil dan Kedawung.. Beritahu kerabat/sodara yg sekiranya perlu diberitahu #dapet info barangkali bermanfaat",320917.jpg,[SALAH] Kota Cirebon Lockdown,1
153,322153,2019-09-28 0:00:00,Kalau di Indonesia istilahnya Tuyul,"Hati2 jika anda jln2 ke mall atau ke mana sj kl ketemu org bawa boneka seperti ini.Janganlah anda dekatin mrk dan pegang2 bonekany sambil mengucpkan kata2 “lucunya….atau cantiknya…pd boneka itu”.Krn itu bukan boneka biasa, tapi itu adlh boneka asal Thailand yg ada isinya(kuasa gelap/setan.Kl di indonesia istilahnya TUYUL).",322153.png,[SALAH] “Kalau di Indonesia istilahnya Tuyul”,1
154,326548,2017-06-09 0:00:00,AFI NIHAYA FARADISA LAKUKAN PLAGIAT,"Beredar postingan yang mengatakan bahwa AFI melakukan plagiat tulisan dari sebuah page Facebook
 Lembaga perlindungan konsumen CELEBES",326548.jpg,[HOAX] AFI NIHAYA FARADISA LAKUKAN PLAGIAT,1
155,328041,2020-07-26 0:00:00,Foto Pesinden 2024,PESINDEN 2024 NGAKUNYA SIH ASLI JAWA TAPI BO’ONG,328041.jpg,[SALAH] Foto “Pesinden 2024”,1
156,328234,2020-07-08 0:00:00,Aksi Demo Menolak TKA dan Pemukulan Mahasiswa Oleh Polisi Hingga Tewas,Demo Menolak TKA…,328234.png,[SALAH] Aksi Demo Menolak TKA dan Pemukulan Mahasiswa Oleh Polisi Hingga Tewas,1
157,333711,2018-03-06 0:00:00,"DITUDING GUNAKAN SPRINDIK PALSU OLEH FREDRICH YUNADI, KPK BERIKAN KLARIFIKASI","Juru Bicara KPK, Febri Diansyah : “Saya kira mengada-ada. Sprindik itu asli, sah dan merupakan bagian yang tidak terpisahkan dari proses penyidikan yang terjadi kemarin,”.",333711.jpg,"[BENAR] DITUDING GUNAKAN SPRINDIK PALSU OLEH FREDRICH YUNADI, KPK BERIKAN KLARIFIKASI",0
158,339062,2019-06-29 0:00:00,Presiden Uni Afrika Al Aid Ein Al Wadiyah bin Haffaz Al Wadiyah Berpidato di Depan para Delegasi Dunia di PBB Meminta agar Seluruh Negara Menolak Jokowi sebagai Presiden Indonesia,Alhamdulillah… amin yaroballalamin…. Share ke temen fb atau wa… Dan jangan lupa cantumkan tagar #Alwadiyah02,339062.png,[SALAH] Presiden Uni Afrika Al A’id E’in Al Wadiyah bin Haffaz Al Wadiyah Berpidato di Depan para Delegasi Dunia di PBB Meminta agar Seluruh Negara Menolak Jokowi sebagai Presiden Indonesia,1
159,342193,2018-01-15 0:00:00,: Beredar Soal CPNS 2018 di Media Sosial,Beredar Soal CPNS 2018 di Media Sosial,342193.jpg,(KLARIFIKASI) : Beredar Soal CPNS 2018 di Media Sosial,1
160,344548,2020-07-14 0:00:00,"Festival Layang-Layang KPU-Bawaslu, Sosialisasi Pilkada 2020 di Depok",Langit Demokrasi Kota Depok SOSIALISASI PILKADA 2020 Festival Layang-Layang,344548.jpg,"[SALAH] Festival Layang-Layang KPU-Bawaslu, Sosialisasi Pilkada 2020 di Depok",1
161,349152,20-Agu-18,Ponpes Bata-Bata Pamekasan Dukung Khilafah Gantikan Pancasila,Unggahan tersebut diberi judul “Ulama muda pengasuh Bata Bata setuju gerakan politik idiologi Ganti Presiden Ganti Pancasila Jadi Khilafah. Dukung,349152.jpg,[SALAH] Ponpes Bata-Bata Pamekasan Dukung Khilafah Gantikan Pancasila,1
162,350456,2018-01-02 0:00:00,Indomaret dan Alfamart Milik 9 Naga Juga,"Alhamdulillah sedang Viral info ini Bantu SHARE ya…
Berbagi info
Wikipedia – Jumlah Indomaret sampai awal tahun 2016 di Indonesia 12.100, kalau satu transaksi saja ambil rata-rata *100 rupiah* tidak ada kembalian, kemudian dibiarkan begitu saja, maka 12.100 x 100 = *1.210.000,- rupiah* ini baru 1x transaksi, katakan per 5 menit 1000 x transaksi se Indonesia maka, perjamnya = 1000 x 12 x Rp.100 x 12.100
Indomaret = *Rp.14.520.000.000,-*/jam
Wooow… jadi mudah sekali kan bagi *Hari Tanoe,…*... ",350456.png,[HOAX] “Indomaret dan Alfamart Milik 9 Naga Juga”,1
163,352464,2020-08-06 0:00:00,Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,"Kalau sebabnya saja gak tau… Gmana mau bikin solusinya. Pantesan harus keliatan sibuk, rupanya krn gak tau ap yg hrs d kerjakan.",352464.jpg,[SALAH] Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,1
164,353221,2020-05-22 0:00:00,Sekeluarga Terinfeksi Covid-19 Setelah Menghadiri Acara Ulang Tahun,"AMBIL HIKMAH DARI KELUARGA INI…baca sampe abis..!!! GARA GARA ACARA ULANG TAHUN KELUARGA Sekilas info : Yang dilingkar merah tgl 6 meninggal, Yang lingkar kuning hari ini meninggal, untuk para suaminya sekarang lagi pada kritis, untuk lingkar biru..lagi karantina mandiri di Kuningan. Seminggu yg lalu mengadakan acara kumpul keluarga menghadiri Ultah keluarga besar Cirebon Indah Foto. Jadi adik kakak sudah meninggal karena covid, terus suaminya juga skrg sdh positif. Ini baru ngadain Bday party taunya ada satu carrier Dikira keluarga sendiri pasti aman padahal kita nggak tau ya sehari hari dia ketemu sama siapa aja… Dianggap sanak keluarga tdk apa2 tahu tahu kena dari yg muda.. Makanya kalau suru tinggal di rumah tinggal di rumah.. jangan pandang enteng kasiang Krena anak atau saudara punya teman dan teman itu punya teman torang nintau dia itu so terkontaminasi atau belum… jadi jgn harap le teman dekat ato sodara dekat kecuali dia memang stay di rumah trus baru boleh percaya le….!!",353221.png,[SALAH] Sekeluarga Terinfeksi Covid-19 Setelah Menghadiri Acara Ulang Tahun,1
165,357783,2018-06-05 0:00:00,BPJS Ketenagakerjaan Tidak Mengedarkan SMS Pemberian Hadiah Dana Bantuan,"Kami himbau masyarakat harus terus waspada. Jangan mudah tertipu oleh semua bentuk penawaran yang mengatasnamakan institusi BPJS Ketenagakerjaan. Apalagi terdapat permintaan yang mengarahkan peserta untuk membayar sejumlah biaya dalam nominal tertentu, maka dapat dipastikan hal tersebut bermotif penipuan,",357783.png,[BENAR] BPJS Ketenagakerjaan Tidak Mengedarkan SMS Pemberian Hadiah Dana Bantuan,0
166,358380,2018-02-22 0:00:00,Kabareskrim Usut Penggoreng Isu soal Kejadian Teror ke Pemuka Agama,Kabareskrim Usut Penggoreng Isu soal Kejadian Teror ke Pemuka Agama,358380.png,[BERITA] “Kabareskrim Usut Penggoreng Isu soal Kejadian Teror ke Pemuka Agama”,0
167,360676,2020-08-04 0:00:00,"Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax","This virus has a cure. It is called hydroxychloroquine, zinc and Zithromax. I know you people want to talk about a mask. Hello? You don’t need [a] mask. There is a cure. I know they don’t want to open schools. No, you don’t need people to be locked down. There is prevention and there is a cure.",360676.png,"[SALAH] Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax",1
168,363218,2019-09-13 0:00:00,Ungkapan Hati BJ Habibie Soal Akhirat,"REALITA …..
 BJ HABIBIE
 Ternyata kembali ke nol …. tidak ada yang dapat dibanggakan didunia ini 😭😭😭😭 
 Ungkapan Hati BJ Habibie soal akhirat yang bikin merinding",363218.jpg,[SALAH] Ungkapan Hati BJ Habibie Soal Akhirat,1
169,363371,2019-08-19 0:00:00,Bocah Pemulung Meninggal karena Kelaparan,"Miriss,kasihan. Menurut info Bocah pemulung meninggal karna kelaparan.belum tahu ini di daerah mana. @jokowi#inonesia@tweet_kakseto",363371.png,[SALAH] Bocah Pemulung Meninggal karena Kelaparan,1
170,363380,2019-08-15 0:00:00,"Dijebol Siber Rp 9 Triliun, Bank Mandiri Segera Bangkrut?","Sumber di dalam, Bank Mandiri memang sedang menuju liang kebangkrutan. Pasalnya, secara teknis keamanan, sistem IT Bank Mandiri sangat tidak mungkin untuk bisa dipulihkan. Kejadian ini murni akibat serangan dari dalam Mandiri sendiri",363380.png,"[SALAH] Dijebol Siber Rp 9 Triliun, Bank Mandiri Segera Bangkrut?",1
171,366393,2018-03-20 0:00:00,Yusril Ihza Mahendra Menangkan Gugatan HTI terhadap Pemerintah,Yusril Ihza Mahendra Menangkan Gugatan HTI terhadap Pemerintah,366393.jpg,[HOAX] Yusril Ihza Mahendra Menangkan Gugatan HTI terhadap Pemerintah,1
172,366937,2017-12-12 0:00:00,Google Melakukan Voting Untuk Penamaan Israel Atau Palestina Pada Petanya,"Google melakukan voting untuk penamaan “israel” atau “palestina” pada petanya (google earth). Sampai sekarang 67,5% suara untuk kepentingan israel. Tolong kirim ke semua kontak yang ad di hpmu untuk memilih palestina. http://www.israel-vs-palestine.com/ Yang perlu dilakukan: buka website di atas kemudian pilih bendera palestina.",366937.png,[HOAX] “Google Melakukan Voting Untuk Penamaan “Israel” Atau “Palestina” Pada Petanya”,1
173,372133,2019-04-26 0:00:00,Sekjen PBB Ucapkan Selamat pada Prabowo Atas Terpilihnya Menjadi Presiden RI,"Kabartoday, PBB – Dilansir dari New York (Antara Kalbar/Xinhua-OANA) – Sekretaris Jenderal PBB Pedro Coelho, Minggu (21/42019), telah mengagetkan semua publik bahkan di dunia Internasional.",372133.png,[SALAH] Sekjen PBB Ucapkan Selamat pada Prabowo Atas Terpilihnya Menjadi Presiden RI,1
174,377566,2020-06-17 0:00:00,Abu Vulkanik Dapat Membunuh Virus Corona Karena Mengandung Asam Sulfat,MERAPI erupsi… Gk apa” …keluar sedikit” malah aman.. Abu vulkanik nya membunuh virus congorna…ehh..corona..karna mengandung asam sulfat,377566.png,[SALAH] Abu Vulkanik Dapat Membunuh Virus Corona Karena Mengandung Asam Sulfat,1
175,377872,2020-05-14 0:00:00,Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut,"Bantuan sembako berupa beras, mie instan, telur, vitamin, minyak sayur, gula, dan terigu, masih tertahan di gudang Bulog Garut. Karena terlalu lama tersimpan di gudang dan tak didistribusikan, setidaknya empat ton telur membusuk dan harus diganti dengan yang baru. Sementara proses pendistribusian belum bisa dipastikan waktunya.",377872.jpg,[SALAH] Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut,1
176,380404,2019-04-20 0:00:00,cukong China yang di juluki 9 Naga di belakang Timses 01,"Tolong Jawab yah…?? 🙏🏻🙏🏻
PENTING SOALNYA…??
Mohon pencerahan…. Apa bener ini cukong China yang di juluki 9 Naga yang ada di belakang Timses 01…????",380404.png,[SALAH] “cukong China yang di juluki 9 Naga di belakang Timses 01”,1
177,383759,2017-09-23 0:00:00,TNI Gagalkan Penyelundupan 5 Ribu Senjata Api Pakai Nama Presiden,"TNI Gagalkan Penyelundupan 5 Ribu Senjata Api “Pakai Nama Presiden”
 9/23/2017
 Hak foto documentasi duniaekspress.com
 InNews, Penggagalan rencana penyelundupan 5 ribu senjata api (senpi) ke Indonesia oleh Tentara Nasional Indonesia (TNI) mendapat apresiasi dari warganet.
 Musisi kenamaan Ahmad Dhani meminta kepada penyelundup yang mencatut nama Presiden Jokowi itu untuk segera mengaku....",383759.png,(DISINFORMASI) TNI Gagalkan Penyelundupan 5 Ribu Senjata Api “Pakai Nama Presiden”,1
178,385533,2020-07-12 0:00:00,Gambar Pria Asal Yaman Berhubungan Seks dengan Kambing ditangkap Polisi,Astaga…Apa yg kau perbuat zik….Hik hik hik.Sungguh MEMALUKAN.,385533.jpg,[SALAH] Gambar “Pria Asal Yaman Berhubungan Seks dengan Kambing ditangkap Polisi”,1
179,385982,2020-05-22 0:00:00,"Imbauan Walikota Solo, Kita Beli Tiket Kebun Binatang Jurug Karena Pengelola Sudah Tidak Sanggup Memberi Makan Binatang","Walikota Solo menghimbau, bukan paksaan, kita2 ikut beli ticket bonbin Jurug. Hrg nya per lembar 20rb. Bisa digunakan kapan aja, sp akhir 2021.Pengelola tdk sanggup memberi makan binatang2 bonbin, spt harimau, singa, buaya, dll, karena tdk ada pengunjung dimasa covid19 ini. Monggo daftar disini. Siapa menabur, besok akan menuai",385982.jpg,"[SALAH] Imbauan Walikota Solo, Kita Beli Tiket Kebun Binatang Jurug Karena Pengelola Sudah Tidak Sanggup Memberi Makan Binatang",1
180,391573,2017-11-30 0:00:00,Personil Polres Rokan Hulu Fredi Wesley Tulis Komentar Hasut,"Akun dengan nama Fredi Wesley yang menggunakan foto profil personel Polres Rokan Hulu, menuliskan komentar pada sebuah status berbau sara dan ujaran kebencian.",391573.jpg,[HOAX] “Personil Polres Rokan Hulu Fredi Wesley Tulis Komentar Hasut”,1
181,394466,2020-04-28 0:00:00,Webinar Generasi Milenial Mencegah & Mengatasi Virus Corona,"Minggu, 19 April 2020. Simak di:",394466.jpg,[DOKUMENTASI] Webinar “Generasi Milenial Mencegah & Mengatasi Virus Corona”,0
182,396622,2019-05-11 0:00:00,Coba itu....dibayar brapa emak emak ini brani berbuat spt itu...urusan capres gak inget sama hijab,*Barisan Emak-Emak Militan GL PRO 08 Ancam Telanjang Di Bawaslu dan KPU Jika Pemilu Curang*,396622.png,[SALAH] “Coba itu….dibayar brapa emak emak ini brani berbuat spt itu…urusan capres gak inget sama hijab”,1
183,397043,2019-03-09 0:00:00,Prabowo Usia 12 Tahun Kuliah di Amerika Serikat dengan Beasiswa,"Assalamu’alaikum warahmatulalahi wabarakatuh…

Mari kita kenali lebih dekat lagi
Tak kenal maka tak sayang, sudah kenal tapi malah kejang berarti Akal sehat nya udah hilang.",397043.png,[SALAH] Prabowo Usia 12 Tahun Kuliah di Amerika Serikat dengan Beasiswa,1
184,397075,2019-03-03 0:00:00,sejak kapan KA ini menuliskan huruf/bahasa China?,"INI INDONESIA, BUNG,, BUKAN CHINA…",397075.png,[SALAH] “sejak kapan KA ini menuliskan huruf/bahasa China?”,1
185,397143,2019-02-16 0:00:00,Game Gratis di Tanggal 29-30 Februari 2019,"FREE RESIDENT EVIL 2, 29-30 FEBRUARY 2019",397143.png,[SALAH] Game Gratis di Tanggal 29-30 Februari 2019,1
186,397720,2018-11-14 0:00:00,Meme dan Video Mahfud MD Mendukung Prabowo - Sandi di Pilpres 2019,"Saya mendukung Prabowo Subianto, karena Indonesia saat ini butuh pemimpin yang tegas dan ikhlas untuk mengangkat rakyat dari keterpurukan.",397720.png,[SALAH] Meme dan Video Mahfud MD Mendukung Prabowo – Sandi di Pilpres 2019,1
187,398317,16-Agu-18,Surat Mengatasnamakan Deputi BPOM terkait Iklan Ucapan Ultah BPOM ke-17,"Kepala Seksi Penyidikan BPOM Surabaya, Siti Amanah jika permintaan iklan ucapan HUT oleh BPOM kepada perusahaan tidak benar.",398317.jpg,[SALAH] Surat Mengatasnamakan Deputi BPOM terkait Iklan Ucapan Ultah BPOM ke-17,1
188,401548,2020-08-11 0:00:00,Lampu bendera Lebanon dinyalakan di Piramida Mesir,Lampu bendera Lebanon dinyalakan di Piramida Mesir untuk menunjukkan solidaritas pada musibah ledakan yang mengguncang ibu kota Beirut. Kementerian Pariwisata dan Antik Mesir membagikan foto-foto di Facebook yang menunjukkan piramida itu dan mengungkapkan belasungkawa pada Lebanon. #duniaislam #iniwstudies #beritaduniaislam #beritaterkini,401548.jpg,[SALAH] “Lampu bendera Lebanon dinyalakan di Piramida Mesir”,1
189,403244,2020-02-29 0:00:00,Jackie Chan Dikabarkan Dikarantina Karena Terinfeksi Corona,"Jackie Chan Dikabarkan Dikarantina Karena Terinfeksi Corona
 Kabar kurang sedap datang dari salah satu aktor kenamaan asal Hong Kong, Jackie Chan. Aktor laga legendaris ini dikabarkan dikarantina karena terinfeksi virus corona.",403244.png,[SALAH] “Jackie Chan Dikabarkan Dikarantina Karena Terinfeksi Corona”,1
190,406866,2018-06-23 0:00:00,Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak,Haram Hukumnya! Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak,406866.png,[SALAH] “Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak”,1
191,407265,2018-04-09 0:00:00,NU dan NW di NTB Bersaudara,"“Sudah selesai urusannya yang dibaca itu adalah bohong dan tidak benar, yang benar itu NU dan NW selama ini bersaudara tidak ada perbedaan dalam hal akidah, akhlak dan sebagainya,” kata Syuriah NU NTB, TGH Ma’arif Makmun, Minggu (8/4).",407265.png,[BENAR] “NU dan NW di NTB Bersaudara”,0
192,410239,2020-06-28 0:00:00,Informasi Cetak Kartu Baru UTBK 29 Juni 2020,"Halo, calon mahasiswa Indonesia! Dicatat ya guys !!! Biar gak usah tanya lagi Hari senin 29 juni Silakan cek portal.ltmpt.ac.id Untuk mendownload Kartu (UTBK BARU) Terima kasih . Share Ke Yang Lain Bagi Yang Belum Tau 🙂 Tetap semangat dan jaga kesehatan!”.",410239.jpg,[SALAH] Informasi Cetak Kartu Baru UTBK 29 Juni 2020,1
193,411985,2019-11-28 0:00:00,prosesi pernikahan sejenis di sebuah gereja,"Momen prosesi pernikahan sejenis di sebuah gereja… kristiani sekali…
 indah nya berbagi….
 *Lap Kringet*",411985.png,[KLARIFIKASI] “prosesi pernikahan sejenis di sebuah gereja”,1
194,412031,2019-11-15 0:00:00,awan tanda kiamat,"Fenomena awan yang sangat langkah,apakah ini tanda kiamat??? Semoga kita semua selalu dalam lindungan yang maha kuasa aminn",412031.png,[SALAH] “awan tanda kiamat”,1
195,418539,2020-06-16 0:00:00,"Bapak Ibu Meninggal Karena Covid-19, 5 Bersaudara Menunggu Diadopsi",Papa mama meninggal krn covid 19. 5 bersaudara kandung ini nunggu diadopsi oleh para budiman,418539.png,"[SALAH] Bapak Ibu Meninggal Karena Covid-19, 5 Bersaudara Menunggu Diadopsi",1
196,419422,2020-03-21 0:00:00,Foto Keadaan kota kota di dunia saat Corona mendera datang. Jakarta paling beda...,"Keadaan kota kota di dunia saat Corona mendera datang. Jakarta paling beda…! Nekat, Tidak Mengerti, atau…?",419422.png,[SALAH] Foto “Keadaan kota kota di dunia saat Corona mendera datang. Jakarta paling beda…”,1
197,419953,2020-01-02 0:00:00,Cengar-Cengir Selfie di Tengah Warga Jakarta yang Kebanjiran,Cengar cengir selfie di tengah warga Jakarta yang kebanjiran,419953.jpg,[SALAH] Cengar-Cengir Selfie di Tengah Warga Jakarta yang Kebanjiran,1
198,423107,2018-07-15 0:00:00,Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta,"Tidak ada itu (ambilalih). Mohon dicek lagi apa bahasanya seperti itu. Tol itu urusannya dari dulu BPJT dan PUPR, bukan dengan pemda",423107.png,[BENAR] Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta,0
199,424945,2017-04-14 0:00:00,": Masjid Raya DKI bersimbol Bintang David, Yahudi","Masjid Raya DKI bersimbol Bintang David, Yahudi",424945.jpg,"(FITNAH): Masjid Raya DKI bersimbol Bintang David, Yahudi",1
200,425889,2015-11-26 0:00:00,"ISIS Serang Kota Quaragosh, Kota dengan Populasi Kristen Terbesar di Irak","ISIS baru merebut kota Quaragosh, kota dgn populasi Kristen terbesar di Irak. Ratusan laki2, wanita, dan anak2 telah dipenggal. Masyarakat disana meminta doa untuk negeri mereka.",425889.png,"[HOAX] ISIS Serang Kota Quaragosh, Kota dengan Populasi Kristen Terbesar di Irak",1
201,428466,2019-11-05 0:00:00,"Tadi malam UU tentang suara azan telah disahkan, pemerintah Jokowi akan bertindak tegas dengan pelanggaran UU","Tadi malam, UU tentang suara azan telah disahkan. Dan barang siapa yg terganggu dgn suara azan, boleh melaporkan ke aparat terdekat. Dn pemerintah Jokowi akan bertindak tegas dengan pelanggaran UU. Yg bertanggung jawab atas suara azan yg keras adalah ustat atau pengurus masjid",428466.png,"[SALAH] Tadi malam UU tentang suara azan telah disahkan, pemerintah Jokowi akan bertindak tegas dengan pelanggaran UU",1
